Date,Id,Open,High,Low,Close,Volume,SUPERT_7_3.0,SUPERTd_7_3.0,SUPERTl_7_3.0,SUPERTs_7_3.0,m_low,m_high,m_close,m_open,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,TwoDayHigh,TwoDayLow,FiveDayHigh,FiveDayLow,SMA100,SMA50,SMA21,SMA14,SMA7,AVVol,RSI,P,S1,S2,S3,R1,R2,R3,m_P,m_S1,m_S2,m_S3,m_R1,m_R2,m_R3,C_m_R1,C_m_R2,C_m_S1,C_m_S2,Tenkan-sen,Kijun-sen,Senkou_Span_A,Senkou_Span_B,Chikou_Span,BB_UL_Per,Support,Resistance,DCL_10_15,DCM_10_15,DCU_10_15
06-05-2022,139,3459,3474.5,3424.5,3432.6,2010810,3671.379003,-1,3637.897394,3671.379003,3431.55,3779.5,3739.95,3552.5,3416.572431,3586.37,3756.167569,9.469049144,0.047196108,-49.35933324,-13.02073872,-36.33859452,3533,3424.5,3623.25,3465.3,3635.62,3624.85,3574.44,3548.26,3509.47,2130512,35.06,3510.58,3488.16,3462.93,3415.28,3535.81,3558.23,3605.88,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,11.36,15.07,-2.75,3.7,3523.875,3630.05,3576.9625,3613.35,3219.6,9.94,,,3424.5,3567.175,3709.85
09-05-2022,140,3398,3456,3346.85,3445.1,2481830,3638.385574,-1,3637.897394,3638.385574,3431.55,3779.5,3739.95,3552.5,3409.150177,3570.8575,3732.564823,9.057058305,0.111157065,-53.16610012,-13.46200448,-39.70409564,3474.5,3346.85,3623.25,3424.5,3631.85,3617.8,3562.68,3534.5,3493.38,2160033,36.56,3443.87,3413.24,3393.87,3343.87,3463.24,3493.87,3543.87,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,11.95,15.69,-4.95,1.35,3485.05,3591.225,3538.1375,3591.225,3210.55,9.49,,,3346.85,3495.425,3644
10-05-2022,141,3434,3464.8,3422,3438.75,1622680,3638.385574,-1,3637.897394,3638.385574,3431.55,3779.5,3739.95,3552.5,3395.889968,3558.5875,3721.285032,9.143938816,0.131716909,-56.04928101,-13.07614829,-42.97313271,3464.8,3346.85,3547.95,3346.85,3628.02,3610.78,3551.42,3521.74,3479.72,2151487.33,36.11,3415.98,3375.96,3306.83,3197.68,3485.11,3525.13,3634.28,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,11.67,15.4,-2.82,3.62,3485.05,3591.225,3538.1375,3591.225,3206.3,9.58,,,3346.85,3495.425,3644
11-05-2022,142,3435,3448.45,3382.15,3412,1841770,3633.530217,-1,3637.897394,3633.530217,3431.55,3779.5,3739.95,3552.5,3381.227736,3544.905,3708.582264,9.234507805,0.094002868,-59.8033483,-13.46417247,-46.33917583,3464.8,3382.15,3545.45,3346.85,3623.75,3602.98,3538.74,3507.1,3462.79,2156542,34.17,3441.85,3418.9,3399.05,3356.25,3461.7,3484.65,3527.45,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,12.2,15.94,-3.95,2.42,3485.05,3591.225,3538.1375,3591.225,3142,9.68,,,3346.85,3495.425,3644
12-05-2022,143,3378,3449.7,3350.1,3408.65,2807200,3629.640186,-1,3637.897394,3629.640186,3431.55,3779.5,3739.95,3552.5,3372.13447,3530.5175,3688.90053,8.972227457,0.115276019,-62.33028594,-12.79288809,-49.53739785,3449.7,3350.1,3533,3346.85,3619.49,3595.36,3526.92,3493.98,3449.25,2191415.67,33.92,3414.2,3379.95,3347.9,3281.6,3446.25,3480.5,3546.8,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,12.16,15.9,-4.86,1.45,3485.05,3591.225,3538.1375,3591.225,3088.9,9.39,,,3346.85,3495.425,3644
13-05-2022,144,3435,3439.9,3382.15,3414.9,2187820,3629.640186,-1,3637.897394,3629.640186,3431.55,3779.5,3739.95,3552.5,3368.929108,3516.7075,3664.485892,8.404360752,0.155539967,-63.10118824,-10.85103231,-52.25015593,3449.7,3350.1,3474.5,3346.85,3615.43,3588.29,3516.73,3483.43,3440.67,2174707.67,34.86,3402.82,3355.94,3303.22,3203.62,3455.54,3502.42,3602.02,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,12.48,16.23,-3.95,2.42,3447.4,3591.225,3519.3125,3591.225,3112.4,8.77,,,3346.85,3485.05,3623.25
16-05-2022,145,3415,3430,3366.6,3376.8,1195810,3615.474423,-1,3637.897394,3615.474423,3431.55,3779.5,3739.95,3552.5,3358.50177,3502.45,3646.39823,8.219859257,0.063558372,-66.0253859,-11.02018398,-55.00520193,3439.9,3366.6,3464.8,3346.85,3610.71,3579.99,3504.01,3469.22,3424.7,2161786,31.89,3412.32,3384.74,3354.57,3296.82,3442.49,3470.07,3527.82,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,12.8,16.57,-4.39,1.94,3446.15,3578.075,3512.1125,3591.225,3211.95,8.57,,,3346.85,3485.05,3623.25
17-05-2022,146,3370,3467,3350.4,3451.6,1754080,3615.474423,-1,3637.897394,3615.474423,3431.55,3779.5,3739.95,3552.5,3353.545732,3498.6275,3643.709268,8.293639048,0.337927603,-61.59704634,-5.273475534,-56.32357081,3467,3350.4,3464.8,3350.1,3607.56,3574.96,3499.25,3466.87,3431.42,2147985,42.3,3391.13,3352.26,3327.73,3264.33,3415.66,3454.53,3517.93,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,11.6,15.32,-4.85,1.45,3439.925,3546.175,3493.05,3591.225,3222.95,8.65,,,3346.85,3485.05,3623.25
18-05-2022,147,3465,3495,3443.05,3448.8,1866780,3615.474423,-1,3637.897394,3615.474423,3431.55,3779.5,3739.95,3552.5,3351.195135,3497.4725,3643.749865,8.364747107,0.33362942,-57.64895072,-1.060303926,-56.58864679,3495,3350.4,3467,3350.1,3604.41,3570.01,3494.66,3464.46,3435.77,2163977.33,42.04,3423,3379,3306.4,3189.8,3495.6,3539.6,3656.2,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,10.7,14.4,-2.22,4.26,3420.925,3542.925,3481.925,3591.225,3308.8,8.73,,3495,3346.85,3485.05,3623.25
19-05-2022,148,3397,3405,3230,3261.95,4642960,3603.831706,-1,3637.897394,3603.831706,3431.55,3779.5,3739.95,3552.5,3306.895073,3482.73,3658.564927,10.09753421,-0.127804738,-68.80415841,-9.772409294,-59.03174911,3495,3230,3495,3350.1,3597.63,3557.93,3473.51,3437.46,3392.31,2269643,29.19,3462.28,3429.56,3410.33,3358.38,3481.51,3514.23,3566.18,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,13.63,17.42,-8.27,-2.19,3362.5,3484.5,3423.5,3532.8,3293.1,10.63,,,3230,3426.625,3623.25
20-05-2022,149,3310,3313.9,3270.05,3293,3065120,3559.666463,-1,3637.897394,3559.666463,3431.55,3779.5,3739.95,3552.5,3285.026861,3465.9475,3646.868139,10.43989493,0.022034906,-74.28297744,-12.20098266,-62.08199478,3405,3230,3495,3230,3591.6,3547.54,3457.1,3418.2,3367.49,2294648.67,32.86,3298.98,3192.96,3123.98,2948.98,3367.96,3473.98,3648.98,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,16.75,20.65,-7.13,-0.98,3362.5,3484.5,3423.5,3532.8,3314.7,11.01,,,3230,3426.625,3623.25
23-05-2022,150,3304.8,3338.9,3267,3321.75,2293690,3559.666463,-1,3637.897394,3559.666463,3431.55,3779.5,3739.95,3552.5,3273.231306,3451.4075,3629.583694,10.32484252,0.136153695,-75.43552253,-10.6828222,-64.75270033,3338.9,3267,3495,3230,3586.26,3538.69,3444.79,3405.34,3356.05,2302714,36.17,3292.32,3270.74,3248.47,3204.62,3314.59,3336.17,3380.02,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,15.88,19.75,-7.22,-1.07,3362.5,3469.925,3416.2125,3532.8,3318.15,10.89,,,3230,3388.975,3547.95
24-05-2022,151,3315.15,3324.85,3275.6,3288,1711510,3544.415666,-1,3637.897394,3544.415666,3431.55,3779.5,3739.95,3552.5,3252.55789,3438.3975,3624.23711,10.80966407,0.095356715,-78.17115731,-10.73476559,-67.43639173,3338.9,3267,3495,3230,3580.35,3528.85,3430.54,3389.69,3339.04,2276603.33,34.05,3309.22,3279.54,3237.32,3165.42,3351.44,3381.12,3453.02,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,16.37,20.25,-6.97,-0.81,3362.5,3437,3399.75,3532.8,3290.5,11.43,,,3230,3387.725,3545.45
25-05-2022,152,3292.85,3292.85,3154.05,3167.65,3548050,3492.242,-1,3637.897394,3492.242,3431.55,3779.5,3739.95,3552.5,3206.310469,3419.465,3632.619531,12.46712752,-0.090686482,-89.02419132,-17.27023967,-71.75395164,3324.85,3154.05,3495,3230,3572.18,3514.69,3406.64,3360.09,3296.19,2318312.67,27.8,3296.15,3267.45,3246.9,3197.65,3316.7,3345.4,3394.65,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,17.5,21.42,-10.43,-4.49,3324.525,3399.025,3361.775,3494.825,3267.1,13.3,,,3154.05,3343.525,3533
26-05-2022,153,3191,3241.5,3180.55,3226.95,2813190,3473.068143,-1,3637.897394,3473.068143,3431.55,3779.5,3739.95,3552.5,3184.321123,3402.7525,3621.183877,12.838511,0.097579564,-91.78227561,-16.02265917,-75.75961644,3292.85,3154.05,3405,3154.05,3565.34,3503.41,3390.3,3342.33,3278.88,2335697,34.21,3204.85,3116.85,3066.05,2927.25,3255.65,3343.65,3482.45,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,19.36,23.35,-9.67,-3.69,3324.525,3399.025,3361.775,3494.825,3315.1,13.72,,,3154.05,3324.525,3495
27-05-2022,154,3253.2,3278.9,3229.2,3261.3,3103150,3473.068143,-1,3637.897394,3473.068143,3431.55,3779.5,3739.95,3552.5,3176.652888,3386.6025,3596.552112,12.39883404,0.201589112,-90.15704506,-11.5179429,-78.63910216,3278.9,3180.55,3338.9,3154.05,3559.32,3493.91,3378.58,3331.53,3274.49,2289686,37.66,3216.33,3191.16,3155.38,3094.43,3252.11,3277.28,3338.23,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,18,21.94,-8.29,-2.22,3324.525,3399.025,3361.775,3494.825,3235.05,13.22,,,3154.05,3324.525,3495
30-05-2022,155,3297,3386.6,3286.35,3375.25,2094620,3473.068143,-1,3637.897394,3473.068143,3431.55,3779.5,3739.95,3552.5,3181.346441,3378.03,3574.713559,11.64486751,0.49293281,-78.76625708,-0.101723935,-78.66453315,3386.6,3229.2,3338.9,3154.05,3555.68,3489.26,3378.27,3337.36,3299.68,2305451,47.5,3256.47,3234.04,3206.77,3157.07,3283.74,3306.17,3355.87,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,14.25,18.06,-6.67,-0.49,3324.525,3388.65,3356.5875,3494.825,3216.3,12.36,,,3154.05,3324.525,3495
31-05-2022,156,3354.15,3383.4,3325,3364.35,4840960,3473.068143,-1,3637.897394,3473.068143,3154.05,3547.95,3364.35,3519.9,3187.464809,3369.1275,3550.790191,10.78396062,0.48685063,-69.81374505,7.080630477,-76.89437553,3386.6,3286.35,3386.6,3154.05,3551.89,3484.36,3377.01,3340.96,3315.85,2339456.67,46.74,3349.4,3312.2,3249.15,3148.9,3412.45,3449.65,3549.9,3650.33,3521.16,3302.38,2954.43,3869.11,3998.28,4346.23,14.36,18.17,-5.57,0.68,3279.525,3388.65,3334.0875,3494.825,3260.75,11.4,,,3154.05,3324.525,3495
01-06-2022,157,3388,3388,3340.05,3355.2,1493840,3473.068143,-1,3637.897394,3473.068143,3154.05,3547.95,3364.35,3519.9,3188.436439,3362.9,3537.363561,10.37578047,0.477932355,-62.73398497,11.32831245,-74.06229741,3388,3325,3386.6,3154.05,3547.99,3479.29,3375.03,3342.86,3325.68,2283584.33,46.07,3357.58,3331.76,3299.18,3240.78,3390.16,3415.98,3474.38,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,4.98,10.67,5.6,12.78,3271.025,3388.65,3329.8375,3494.825,3287.85,10.94,,,3154.05,3324.525,3495
02-06-2022,158,3355,3432,3346.3,3423,2657940,3473.068143,-1,3637.897394,3473.068143,3154.05,3547.95,3364.35,3519.9,3195.443925,3358.38,3521.316075,9.703254223,0.698298628,-51.06370017,18.39887779,-69.46257797,3432,3340.05,3388,3180.55,3545.52,3477.09,3379.39,3353.54,3350.01,2284170,51.58,3361.08,3334.16,3313.13,3265.18,3382.11,3409.03,3456.98,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,3.64,9.25,5.8,12.99,3293.025,3388.65,3340.8375,3494.825,3265.45,10.2,,,3154.05,3324.525,3495
03-06-2022,159,3459.4,3477.3,3431.2,3440.15,1913620,3473.068143,-1,3637.897394,3473.068143,3154.05,3547.95,3364.35,3519.9,3195.101949,3358.7575,3522.413051,9.745005449,0.748670148,-39.97030098,23.59382159,-63.56412257,3477.3,3346.3,3432,3229.2,3543.43,3475.64,3384.91,3365.09,3372.55,2271924,52.89,3400.43,3368.86,3314.73,3229.03,3454.56,3486.13,3571.83,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,2.29,7.82,8.48,15.86,3315.675,3388.65,3352.1625,3494.825,3113.8,10.24,,3477.3,3154.05,3324.525,3495
06-06-2022,160,3418,3453,3377.15,3430.95,1084210,3473.068143,-1,3637.897394,3473.068143,3154.05,3547.95,3364.35,3519.9,3195.777134,3358.05,3520.322866,9.664708142,0.724621657,-31.55729248,25.60546407,-57.16275655,3477.3,3377.15,3477.3,3286.35,3541.2,3473.89,3389.1,3373.87,3387.15,2255349,52.08,3449.55,3421.8,3403.45,3357.35,3467.9,3495.65,3541.75,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,3.01,8.58,6.77,14.03,3315.675,3388.65,3352.1625,3494.825,3084.7,10.16,,,3154.05,3324.525,3495
07-06-2022,161,3401.05,3418.85,3356,3362.7,2308260,3473.068143,-1,3637.897394,3473.068143,3154.05,3547.95,3364.35,3519.9,3196.208032,3354.2475,3512.286968,9.423244295,0.526741738,-30.05072123,21.68962826,-51.74034949,3453,3356,3477.3,3325,3537.67,3469.53,3386.7,3372.38,3381.04,2266934.67,46.37,3420.37,3387.74,3344.52,3268.67,3463.59,3496.22,3572.07,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,4.04,9.67,6.1,13.32,3328.925,3351,3339.9625,3494.825,3038.75,9.89,,,3154.05,3324.525,3495
08-06-2022,162,3380.15,3413.95,3346.5,3404.15,2185710,3473.068143,-1,3637.897394,3473.068143,3154.05,3547.95,3364.35,3519.9,3196.35313,3353.855,3511.35687,9.392288546,0.659664771,-25.22134807,21.21520113,-46.4365492,3418.85,3346.5,3477.3,3340.05,3535.03,3466.96,3388.28,3376.62,3386.81,2275009.33,49.96,3379.18,3339.51,3316.33,3253.48,3402.36,3442.03,3504.88,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,4.19,9.82,5.8,13,3353.25,3349.75,3351.5,3494.825,2998.75,9.86,,,3180.55,3328.925,3477.3
09-06-2022,163,3385,3437,3353.1,3427.1,1279200,3473.068143,-1,3637.897394,3473.068143,3154.05,3547.95,3364.35,3519.9,3195.793531,3354.7775,3513.761469,9.478063403,0.727452178,-19.31945916,21.69367204,-41.01313119,3437,3346.5,3477.3,3346.3,3532.89,3465.4,3391.81,3383.35,3396.89,2260061,51.88,3388.2,3362.45,3320.75,3253.3,3429.9,3455.65,3523.1,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,3.49,9.09,6.01,13.22,3381.825,3343.525,3362.675,3494.825,2994.6,9.95,,,3229.2,3353.25,3477.3
10-06-2022,164,3382,3393,3352,3359.9,1527580,3473.068143,-1,3637.897394,3473.068143,3154.05,3547.95,3364.35,3519.9,3195.41346,3352.0275,3508.64154,9.344436455,0.525133443,-19.8359911,16.94171208,-36.77770317,3437,3352,3477.3,3346.5,3529.46,3461.26,3388.91,3380.22,3387.64,2254191.67,46.28,3405.73,3374.46,3321.83,3237.93,3458.36,3489.63,3573.53,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,4.83,10.5,5.98,13.18,3401.15,3324.525,3362.8375,3494.825,3063.5,9.8,,,3286.35,3381.825,3477.3
13-06-2022,165,3290,3293,3192.45,3219.6,3030920,3473.068143,-1,3637.897394,3473.068143,3154.05,3547.95,3364.35,3519.9,3177.837971,3344.1675,3510.497029,9.947440083,0.125540033,-31.20665297,4.45684016,-35.66349313,3393,3192.45,3453,3346.5,3523.33,3451.78,3373.52,3358.81,3345.63,2286851.67,37.25,3368.3,3343.6,3327.3,3286.3,3384.6,3409.3,3450.3,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,8.01,13.86,0.93,7.8,3334.875,3324.525,3329.7,3494.825,3074.25,10.47,,,3192.45,3334.875,3477.3
14-06-2022,166,3190,3238.9,3174.7,3210.55,2611490,3463.251789,-1,3637.897394,3463.251789,3154.05,3547.95,3364.35,3519.9,3163.749801,3332.115,3500.480199,10.10560551,0.138984181,-40.48159715,-3.85448321,-36.62711394,3293,3174.7,3437,3192.45,3517.13,3442.32,3358.7,3339.04,3311.86,2329762.67,36.75,3235.02,3177.04,3134.47,3033.92,3277.59,3335.57,3436.12,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,9.82,15.76,0.37,7.2,3326,3324.525,3325.2625,3494.825,3164.8,10.64,,,3174.7,3326,3477.3
15-06-2022,167,3218.5,3234,3201,3206.3,1404540,3451.458676,-1,3637.897394,3451.458676,3154.05,3547.95,3364.35,3519.9,3152.056732,3319.99,3487.923268,10.11649242,0.161502449,-47.6259939,-8.799103967,-38.82688993,3238.9,3174.7,3437,3174.7,3510.98,3433.07,3344.85,3321.34,3285.47,2299720,36.5,3208.05,3177.2,3143.85,3079.65,3241.4,3272.25,3336.45,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,9.98,15.94,1.2,8.09,3326,3324.525,3325.2625,3494.825,3177.3,10.66,,,3174.7,3326,3477.3
16-06-2022,168,3240,3244.85,3133.05,3142,2032030,3437.400294,-1,3637.897394,3437.400294,3154.05,3547.95,3364.35,3519.9,3130.362268,3313.9925,3497.622732,11.08211515,0.031687953,-57.8100541,-15.18653133,-42.62352276,3244.85,3133.05,3437,3174.7,3503.67,3421.65,3326.41,3297.43,3249.6,2313712.33,32.9,3213.77,3193.54,3180.77,3147.77,3226.54,3246.77,3279.77,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,9.62,15.55,-0.95,5.79,3293.025,3314.025,3303.525,3484.325,3171,11.73,,,3133.05,3305.175,3477.3
17-06-2022,169,3092,3118.75,3023.85,3088.9,5240430,3334.893109,-1,3637.897394,3334.893109,3154.05,3547.95,3364.35,3519.9,3095.584033,3303.7875,3511.990967,12.6039261,-0.016051684,-69.36611204,-21.39407142,-47.97204062,3244.85,3023.85,3393,3133.05,3495.46,3408.6,3304.82,3269.62,3209.43,2421366.33,30.25,3173.3,3101.75,3061.5,2949.7,3213.55,3285.1,3396.9,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,14.05,20.22,-4.4,2.1,3230.425,3259.425,3244.925,3429.725,3166.75,13.45,3023.85,,3023.85,3250.575,3477.3
20-06-2022,170,3094,3138.75,3069,3112.4,1502770,3334.893109,-1,3637.897394,3334.893109,3154.05,3547.95,3364.35,3519.9,3069.329566,3293.32,3517.310434,13.60271299,0.096143467,-75.75486272,-22.22625768,-53.52860504,3138.75,3023.85,3293,3023.85,3487.87,3396.99,3287.32,3248.66,3185.17,2388731,32.83,3077.17,3035.59,2982.27,2887.37,3130.49,3172.07,3266.97,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,13.32,19.45,-2.97,3.63,3230.425,3259.425,3244.925,3429.725,3115.9,14.6,,,3023.85,3250.575,3477.3
21-06-2022,171,3130,3237.75,3125.4,3211.95,2964460,3334.893109,-1,3637.897394,3334.893109,3154.05,3547.95,3364.35,3519.9,3062.730302,3289.5175,3516.304698,13.78847799,0.328986158,-71.95568034,-14.74166024,-57.2140201,3237.75,3069,3244.85,3023.85,3482.41,3389.73,3280.47,3243.77,3191.87,2433457,42.54,3106.72,3074.69,3036.97,2967.22,3144.44,3176.47,3246.22,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,9.86,15.8,-1.19,5.53,3230.425,3259.425,3244.925,3416.575,3188.85,14.81,,,3023.85,3250.575,3477.3
22-06-2022,172,3199.9,3250.55,3183,3222.95,3336320,3334.893109,-1,3637.897394,3334.893109,3154.05,3547.95,3364.35,3519.9,3070.206474,3292.2825,3514.358526,13.49070293,0.343899179,-67.28161231,-8.054073773,-59.22753854,3250.55,3125.4,3244.85,3023.85,3477.27,3383.19,3275.24,3240.99,3199.64,2483275.33,43.51,3191.7,3145.65,3079.35,2967,3258,3304.05,3416.4,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,9.42,15.35,0.63,7.48,3208.425,3259.425,3233.925,3384.675,3260.5,14.47,,,3023.85,3250.575,3477.3
23-06-2022,173,3222.95,3318,3222.95,3308.8,3692580,3334.893109,-1,3637.897394,3334.893109,3154.05,3547.95,3364.35,3519.9,3076.25761,3296.375,3516.49239,13.35511829,0.528223576,-56.00441814,2.578496322,-58.58291446,3318,3183,3250.55,3023.85,3473.94,3380.27,3278.29,3250.03,3226.93,2512788,50.54,3218.83,3187.11,3151.28,3083.73,3254.66,3286.38,3353.93,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,7.2,13,1.9,8.83,3170.925,3250.575,3210.75,3381.425,3301.9,14.31,,,3023.85,3250.575,3477.3
24-06-2022,174,3339,3345,3277.5,3293.1,2132120,3334.893109,-1,3637.897394,3334.893109,3154.05,3547.95,3364.35,3519.9,3078.425375,3297.965,3517.504625,13.31364192,0.488919996,-47.78320426,8.639768158,-56.42297242,3345,3222.95,3318,3023.85,3470.35,3376.86,3279.64,3255.77,3243.47,2510931.33,49.33,3283.25,3248.5,3188.2,3093.15,3343.55,3378.3,3473.35,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,6.33,12.09,3.62,10.67,3184.425,3250.575,3217.5,3381.425,3298.8,14.26,,,3023.85,3238.425,3453
27-06-2022,175,3350,3362.9,3306.5,3314.7,2037690,3334.893109,-1,3637.897394,3334.893109,3154.05,3547.95,3364.35,3519.9,3078.091006,3294.9375,3511.783994,13.16240407,0.545567949,-39.07446742,13.878804,-52.95327142,3362.9,3277.5,3345,3069,3467.27,3374.42,3282.83,3263.63,3261.28,2538994,51.06,3305.2,3265.4,3237.7,3170.2,3332.9,3372.7,3440.2,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,5.77,11.49,4.54,11.65,3193.375,3250.575,3221.975,3381.425,3291.8,14.09,,,3023.85,3230.425,3437
28-06-2022,176,3307,3330,3272.6,3318.15,1400050,3334.893109,-1,3637.897394,3334.893109,3154.05,3547.95,3364.35,3519.9,3077.813156,3292.6275,3507.441844,13.04820203,0.559405949,-31.53087624,17.13791614,-48.66879238,3362.9,3272.6,3362.9,3125.4,3464.32,3372.21,3286.04,3270.9,3275.5,2527193,51.35,3328.03,3293.16,3271.63,3215.23,3349.56,3384.43,3440.83,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,6.81,12.59,3.47,10.5,3193.375,3250.575,3221.975,3366.85,3339.5,13.96,,,3023.85,3230.425,3437
29-06-2022,177,3271,3333,3271,3290.5,2133990,3334.893109,-1,3637.897394,3334.893109,3154.05,3547.95,3364.35,3519.9,3076.504775,3289.3925,3502.280225,12.94389311,0.502601136,-27.46702702,16.96141229,-44.42843931,3333,3271,3362.9,3183,3460.88,3369.01,3286.44,3273.51,3279.25,2536100,48.88,3306.92,3283.84,3249.52,3192.12,3341.24,3364.32,3421.72,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,6.72,12.49,3.42,10.45,3193.375,3250.575,3221.975,3333.925,3354.95,13.84,,,3023.85,3230.425,3437
30-06-2022,178,3272,3310.9,3255,3267.1,2719600,3334.893109,-1,3637.897394,3334.893109,3023.85,3477.3,3267.1,3388,3077.618743,3281.5975,3485.576257,12.43167435,0.464463211,-25.83675167,14.87335011,-40.71010178,3333,3255,3362.9,3222.95,3457.04,3365.01,3284.68,3272.66,3276.21,2471988,46.83,3298.17,3263.34,3236.17,3174.17,3325.34,3360.17,3422.17,3355.45,3162.95,2961.55,2567.65,3556.85,3749.35,4143.25,7.43,13.24,2.91,9.91,3215.95,3250.575,3233.2625,3333.925,3365.05,13.26,,,3023.85,3208.425,3393
01-07-2022,179,3260,3333,3252.05,3315.1,1502880,3334.893109,-1,3637.897394,3334.893109,3023.85,3477.3,3267.1,3388,3083.909207,3275.345,3466.780793,11.68950405,0.603833769,-20.43597468,16.21930168,-36.65527636,3333,3252.05,3362.9,3255,3454.23,3363.05,3287.45,3278.32,3285.93,2419913.33,51.34,3277.67,3244.44,3221.77,3165.87,3300.34,3333.57,3389.47,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,4.66,11.3,7.16,16.04,3244.15,3250.575,3247.3625,3333.925,3374.45,12.42,,,3069,3215.95,3362.9
04-07-2022,180,3312,3317.95,3225.05,3235.05,2622540,3334.893109,-1,3637.897394,3334.893109,3023.85,3477.3,3267.1,3388,3087.37579,3265.55,3443.72421,10.91235533,0.414409611,-22.35746307,11.43825063,-33.7957137,3333,3225.05,3362.9,3252.05,3449.89,3358.03,3282.69,3272.55,3273.21,2430875,44.55,3300.05,3267.1,3219.1,3138.15,3348.05,3381,3461.95,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,5.13,11.8,6.27,15.07,3272.95,3250.575,3261.7625,3333.925,3354.25,11.54,,,3125.4,3244.15,3362.9
05-07-2022,181,3255,3272,3206.95,3216.3,2170630,3334.893109,-1,3637.897394,3334.893109,3023.85,3477.3,3267.1,3388,3084.65233,3258.23,3431.80767,10.65472171,0.379218335,-25.10384329,6.953496329,-32.05733962,3317.95,3206.95,3333,3225.05,3445.26,3352.48,3276.65,3265.05,3258.98,2446179,43.11,3259.35,3200.75,3166.45,3073.55,3293.65,3352.25,3445.15,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,6.61,13.37,5.67,14.43,3284.925,3250.575,3267.75,3323.55,3422.5,11.25,,,3183,3272.95,3362.9
06-07-2022,182,3218.5,3268.5,3202.25,3260.75,2182140,3334.893109,-1,3637.897394,3334.893109,3023.85,3477.3,3267.1,3388,3090.852907,3251.06,3411.267093,9.855683553,0.530242107,-23.42361306,6.906981252,-30.33059431,3272,3202.25,3333,3206.95,3441.61,3348.88,3275.21,3264.48,3259.43,2400648.67,47.44,3231.75,3191.5,3166.7,3101.65,3256.55,3296.8,3361.85,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,6.73,13.49,5.52,14.26,3282.575,3250.575,3266.575,3323.55,3401.55,10.37,,,3202.25,3282.575,3362.9
