Time,Open,High,Low,Last,Change,Volume
12/20/2019,0.009147,0.009147,0.009133999,0.009133999,-1.30E-05,1425
12/19/2019,0.009126,0.009153,0.009121,0.009147,2.10E-05,1465
12/18/2019,0.009130999,0.009134999,0.009125,0.009126,-5.00E-06,1432
12/17/2019,0.009122,0.009130999,0.009122,0.009130999,1.00E-05,1434
12/16/2019,0.009144999,0.009144999,0.009121,0.009121,-2.60E-05,1464
12/13/2019,0.009147,0.009149999,0.009119,0.009147,0,1406
12/12/2019,0.009212,0.009214,0.009141999,0.009147,-6.50E-05,1346
12/11/2019,0.009196999,0.009212,0.009191,0.009212,1.50E-05,1438
12/10/2019,0.009207,0.00921,0.009196999,0.009196999,-1.00E-05,1412
12/9/2019,0.009206,0.009216,0.009205,0.009207,0,1460
12/6/2019,0.009194999,0.00921,0.009184999,0.009207,1.20E-05,1405
12/5/2019,0.009180999,0.009196999,0.009178,0.009194999,1.40E-05,1424
12/4/2019,0.009207,0.009216,0.00918,0.009180999,-2.60E-05,1430
12/3/2019,0.009174,0.009211,0.00916,0.009207,3.30E-05,1399
12/2/2019,0.009129,0.009174,0.009117,0.009174,3.90E-05,1419
11/29/2019,0.009132,0.009134999,0.009122,0.009134999,3.00E-06,1427
11/28/2019,0.009126999,0.00914,0.009126999,0.009132,5.00E-06,1428
11/27/2019,0.009166,0.009166,0.009126999,0.009126999,-3.90E-05,1463
11/26/2019,0.009179,0.009179,0.009163,0.009166,-1.30E-05,1453
11/25/2019,0.009201,0.009201,0.009179,0.009179,-2.30E-05,1476
11/22/2019,0.009205,0.009216,0.009201,0.009202,-3.00E-06,1415
11/21/2019,0.009207,0.009229,0.009204,0.009205,-2.00E-06,1443
11/20/2019,0.009213,0.009222,0.0092,0.009207,-6.00E-06,1432
11/19/2019,0.009204,0.009214,0.009191,0.009213,9.00E-06,1452
11/18/2019,0.009191999,0.009209,0.009171,0.009204,1.40E-05,1487
11/15/2019,0.009223999,0.009223999,0.00919,0.00919,-3.40E-05,1464
11/14/2019,0.00919,0.00923,0.009188999,0.009223999,3.40E-05,1456
11/13/2019,0.009174,0.009196999,0.009165,0.00919,1.60E-05,1470
11/12/2019,0.00917,0.009174,0.009153,0.009174,4.00E-06,1471
11/11/2019,0.009163,0.009176,0.009158,0.00917,1.50E-05,1479
