MapDate,AreaOfInterest,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20041207,TOTAL,"2,391,419.33","396,146.47","316,573.24","300,770.78","167,235.97","28,059.17",2004-12-07,2004-12-13,2
20041130,TOTAL,"2,372,826.78","415,677.73","308,861.12","307,544.19","167,235.97","28,059.17",2004-11-30,2004-12-06,2
20041123,TOTAL,"2,288,418.15","456,365.65","323,258.93","294,790.09","209,312.97","28,059.17",2004-11-23,2004-11-29,2
20041116,TOTAL,"2,267,285.99","473,141.16","325,708.38","293,264.05","212,746.22","28,059.17",2004-11-16,2004-11-22,2
20041109,TOTAL,"2,287,600.96","453,848.27","314,650.94","301,787.74","214,257.88","28,059.17",2004-11-09,2004-11-15,2
20041102,TOTAL,"2,282,161.02","458,088.22","284,436.87","324,682.18","222,777.51","28,059.17",2004-11-02,2004-11-08,2
20041026,TOTAL,"2,225,417.92","479,156.53","316,840.14","328,110.45","222,620.75","28,059.17",2004-10-26,2004-11-01,2
20041019,TOTAL,"2,225,278.07","447,571.41","305,302.98","332,832.24","260,193.07","29,027.20",2004-10-19,2004-10-25,2
20041012,TOTAL,"2,154,456.79","492,812.29","313,192.93","349,782.29","260,011.62","29,949.02",2004-10-12,2004-10-18,2
20041005,TOTAL,"2,038,357.39","589,509.30","323,213.33","366,160.64","254,923.35","28,040.94",2004-10-05,2004-10-11,2
20040928,TOTAL,"2,187,083.68","495,540.59","261,415.14","364,711.00","263,413.59","28,040.94",2004-09-28,2004-10-04,2
20040921,TOTAL,"2,112,862.38","566,520.86","259,493.57","369,471.65","263,815.54","28,040.94",2004-09-21,2004-09-27,2
20040914,TOTAL,"2,136,150.78","533,108.21","263,946.79","358,181.42","279,816.73","29,001.03",2004-09-14,2004-09-20,2
20040907,TOTAL,"2,174,527.00","445,601.51","304,606.88","353,500.35","286,340.48","35,628.73",2004-09-07,2004-09-13,2
20040831,TOTAL,"2,128,933.59","400,627.46","386,615.99","336,923.91","310,763.21","36,340.80",2004-08-31,2004-09-06,2
20040824,TOTAL,"2,093,259.19","423,411.98","390,181.71","343,452.39","312,831.03","37,068.66",2004-08-24,2004-08-30,2
20040817,TOTAL,"2,033,975.70","458,185.42","396,992.86","350,326.36","322,817.47","37,907.16",2004-08-17,2004-08-23,2
20040810,TOTAL,"1,944,084.76","610,325.03","329,478.19","374,973.70","303,436.13","37,907.16",2004-08-10,2004-08-16,2
20040803,TOTAL,"1,892,788.20","685,835.27","298,532.30","394,040.47","287,616.18","41,392.54",2004-08-03,2004-08-09,2
20040727,TOTAL,"1,933,809.52","656,321.03","297,519.15","389,899.69","281,263.03","41,392.54",2004-07-27,2004-08-02,2
20040720,TOTAL,"1,970,755.42","595,106.53","307,479.70","407,411.79","276,489.00","42,962.52",2004-07-20,2004-07-26,2
20040713,TOTAL,"2,039,455.15","554,229.61","278,890.09","408,178.58","283,383.27","36,068.25",2004-07-13,2004-07-19,2
20040706,TOTAL,"2,063,901.94","521,446.32","309,624.25","387,282.65","281,881.54","36,068.25",2004-07-06,2004-07-12,2
20040629,TOTAL,"2,085,087.41","500,083.24","307,038.94","375,897.79","295,328.24","36,769.34",2004-06-29,2004-07-05,2
20040622,TOTAL,"2,124,300.27","390,811.88","354,514.04","394,511.24","299,298.19","36,769.34",2004-06-22,2004-06-28,2
20040615,TOTAL,"2,039,691.22","430,162.82","364,791.07","388,046.35","339,073.72","38,439.77",2004-06-15,2004-06-21,2
20040608,TOTAL,"1,938,468.26","502,161.55","382,722.09","395,863.59","363,409.85","17,579.61",2004-06-08,2004-06-14,2
20040601,TOTAL,"1,835,774.79","581,177.98","409,026.57","389,012.78","360,940.47","24,272.36",2004-06-01,2004-06-07,2
20040525,TOTAL,"1,758,174.00","641,034.13","422,398.54","389,980.27","364,345.65","24,272.36",2004-05-25,2004-05-31,2
20040518,TOTAL,"1,863,762.73","614,022.17","357,173.33","399,863.00","332,029.80","33,353.94",2004-05-18,2004-05-24,2
20040511,TOTAL,"1,826,654.63","597,143.63","365,422.36","439,605.38","338,526.61","32,852.34",2004-05-11,2004-05-17,2
20040504,TOTAL,"1,840,866.74","565,572.88","390,414.06","441,727.21","329,193.22","32,430.84",2004-05-04,2004-05-10,2
20040427,TOTAL,"1,794,908.94","637,064.13","388,649.29","462,026.17","292,519.45","25,036.98",2004-04-27,2004-05-03,2
20040420,TOTAL,"1,726,980.78","721,417.54","370,091.42","454,081.70","302,596.54","25,036.98",2004-04-20,2004-04-26,2
20040413,TOTAL,"1,799,394.41","705,408.65","336,741.83","447,162.18","287,005.67","24,492.22",2004-04-13,2004-04-19,2
20040406,TOTAL,"1,839,671.72","677,336.23","321,877.13","451,529.23","290,473.79","19,316.86",2004-04-06,2004-04-12,2
20040330,TOTAL,"1,860,718.58","615,918.71","307,345.13","422,860.39","335,227.79","58,134.36",2004-03-30,2004-04-05,2
20040323,TOTAL,"1,887,578.05","558,705.58","336,447.07","437,121.20","322,218.68","58,134.36",2004-03-23,2004-03-29,2
20040316,TOTAL,"2,001,576.66","464,444.26","320,072.61","442,989.42","312,987.64","58,134.36",2004-03-16,2004-03-22,2
20040309,TOTAL,"1,991,639.80","451,493.84","329,495.12","452,923.90","316,517.94","58,134.36",2004-03-09,2004-03-15,2
20040302,TOTAL,"1,891,135.08","530,532.50","328,461.55","473,052.50","314,332.71","62,690.62",2004-03-02,2004-03-08,2
20040224,TOTAL,"1,863,472.04","504,611.79","307,295.36","482,394.64","357,422.29","85,008.83",2004-02-24,2004-03-01,2
20040217,TOTAL,"1,829,618.81","528,841.37","316,918.69","490,668.54","349,148.70","85,008.83",2004-02-17,2004-02-23,2
20040210,TOTAL,"1,828,480.35","534,747.98","314,402.82","486,694.82","350,870.15","85,008.83",2004-02-10,2004-02-16,2
20040203,TOTAL,"1,871,171.17","469,688.32","332,116.56","477,235.16","360,769.04","89,224.70",2004-02-03,2004-02-09,2
20040127,TOTAL,"1,871,171.17","449,256.04","348,421.41","463,813.47","376,988.59","90,554.28",2004-01-27,2004-02-02,2
20040120,TOTAL,"1,849,587.73","432,226.50","378,000.76","471,530.46","382,066.40","86,793.11",2004-01-20,2004-01-26,2
20040113,TOTAL,"1,787,766.40","477,193.87","380,706.92","475,582.06","384,092.14","94,863.57",2004-01-13,2004-01-19,2
20040106,TOTAL,"1,740,742.54","476,859.59","403,877.18","490,173.49","376,912.01","111,640.13",2004-01-06,2004-01-12,2
20031230,TOTAL,"1,829,843.71","390,417.55","363,926.87","535,234.38","378,489.82","102,292.64",2003-12-30,2004-01-05,2
20031223,TOTAL,"1,819,416.81","348,846.98","412,454.06","488,909.90","418,594.52","111,982.69",2003-12-23,2003-12-29,2
20031216,TOTAL,"1,829,216.47","339,263.56","410,670.04","492,877.15","426,774.84","101,402.90",2003-12-16,2003-12-22,2
20031209,TOTAL,"1,755,937.42","401,716.50","427,443.32","498,256.27","417,491.80","99,359.64",2003-12-09,2003-12-15,2
20031202,TOTAL,"1,774,682.24","386,997.28","426,698.56","492,402.47","418,737.43","100,686.98",2003-12-02,2003-12-08,2
20031125,TOTAL,"1,749,542.03","405,229.85","433,868.08","480,851.03","431,627.26","99,086.72",2003-11-25,2003-12-01,2
20031118,TOTAL,"1,709,898.59","430,673.41","443,966.39","483,086.57","437,048.69","95,531.31",2003-11-18,2003-11-24,2
20031111,TOTAL,"1,663,796.12","463,783.29","444,813.40","472,950.44","454,341.93","100,519.78",2003-11-11,2003-11-17,2
20031104,TOTAL,"1,701,974.76","454,164.41","422,912.07","468,996.13","473,807.36","78,350.23",2003-11-04,2003-11-10,2
20031028,TOTAL,"1,665,572.35","465,288.62","412,473.32","507,158.96","473,377.16","76,334.53",2003-10-28,2003-11-03,2
20031021,TOTAL,"1,718,371.25","476,151.15","364,018.56","522,070.05","458,276.21","61,317.73",2003-10-21,2003-10-27,2
20031014,TOTAL,"1,775,937.44","422,026.15","373,740.50","501,578.77","465,531.01","61,391.09",2003-10-14,2003-10-20,2
20031007,TOTAL,"1,803,398.73","339,262.79","444,558.50","509,303.02","441,407.62","62,274.30",2003-10-07,2003-10-13,2
20030930,TOTAL,"1,730,557.51","411,207.05","460,150.68","490,808.90","444,480.40","63,000.42",2003-09-30,2003-10-06,2
20030923,TOTAL,"1,687,785.04","396,872.20","496,362.42","512,103.94","444,742.33","62,339.04",2003-09-23,2003-09-29,2
20030916,TOTAL,"1,702,847.22","382,158.35","477,126.39","521,382.29","450,749.53","65,941.18",2003-09-16,2003-09-22,2
20030909,TOTAL,"1,636,101.50","328,188.34","500,609.46","592,024.15","476,769.75","66,511.75",2003-09-09,2003-09-15,2
20030902,TOTAL,"1,648,692.36","371,686.89","543,363.60","521,955.79","456,448.38","58,057.94",2003-09-02,2003-09-08,2
20030826,TOTAL,"1,566,730.41","381,862.05","530,268.28","553,796.81","501,407.53","66,139.88",2003-08-26,2003-09-01,2
20030819,TOTAL,"1,632,029.08","475,317.86","464,884.46","505,347.14","459,003.18","63,623.24",2003-08-19,2003-08-25,2
20030812,TOTAL,"1,807,779.14","319,392.45","494,018.68","517,381.31","403,088.41","58,544.96",2003-08-12,2003-08-18,2
20030805,TOTAL,"1,859,110.79","292,311.64","541,951.86","457,888.97","389,458.93","59,482.76",2003-08-05,2003-08-11,2
20030729,TOTAL,"1,923,037.33","257,217.55","548,646.56","416,951.81","389,712.28","64,639.42",2003-07-29,2003-08-04,2
20030722,TOTAL,"1,909,835.34","533,847.59","371,094.00","339,103.72","396,372.28","49,952.03",2003-07-22,2003-07-28,2
20030715,TOTAL,"1,846,660.13","791,006.42","245,827.07","340,454.58","351,770.77","24,485.99",2003-07-15,2003-07-21,2
20030708,TOTAL,"2,058,748.14","649,985.68","220,062.93","326,778.57","320,184.40","24,445.23",2003-07-08,2003-07-14,2
20030701,TOTAL,"1,941,606.50","731,425.91","271,727.24","329,719.04","302,972.53","22,753.73",2003-07-01,2003-07-07,2
20030624,TOTAL,"1,809,787.74","734,343.34","389,892.99","344,165.85","295,546.16","26,468.88",2003-06-24,2003-06-30,2
20030617,TOTAL,"1,809,952.85","720,531.53","405,642.40","335,496.39","298,430.51","30,151.28",2003-06-17,2003-06-23,2
20030610,TOTAL,"1,800,765.16","615,193.58","464,608.84","411,727.55","277,161.90","30,747.92",2003-06-10,2003-06-16,2
20030603,TOTAL,"1,763,017.82","572,701.16","524,182.52","435,713.95","286,372.11","18,217.40",2003-06-03,2003-06-09,2
20030527,TOTAL,"1,862,885.02","472,791.06","525,359.29","431,158.92","289,924.15","18,086.52",2003-05-27,2003-06-02,2
20030520,TOTAL,"1,841,063.55","473,684.39","518,862.06","461,356.39","287,180.84","18,057.72",2003-05-20,2003-05-26,2
20030513,TOTAL,"1,801,755.55","535,818.51","624,181.16","326,438.31","293,465.82","18,545.61",2003-05-13,2003-05-19,2
20030506,TOTAL,"1,648,482.64","662,237.56","584,276.63","378,173.17","319,146.27","7,888.68",2003-05-06,2003-05-12,2
20030429,TOTAL,"1,525,995.34","758,312.59","465,129.30","458,885.98","383,969.61","7,912.14",2003-04-29,2003-05-05,2
20030422,TOTAL,"1,681,505.75","628,201.45","472,237.58","386,758.81","423,658.63","7,842.74",2003-04-22,2003-04-28,2
20030415,TOTAL,"1,627,787.96","664,975.04","488,033.22","383,969.09","428,559.99","6,879.66",2003-04-15,2003-04-21,2
20030408,TOTAL,"1,681,275.18","626,793.22","474,641.20","372,781.81","436,824.78","7,888.77",2003-04-08,2003-04-14,2
20030401,TOTAL,"1,608,989.52","648,850.57","462,192.18","411,197.02","451,458.30","17,517.37",2003-04-01,2003-04-07,2
20030325,TOTAL,"1,598,763.00","557,430.38","517,101.72","412,394.32","477,757.35","36,758.20",2003-03-25,2003-03-31,2
20030318,TOTAL,"1,553,371.60","586,606.23","507,392.20","375,938.33","526,161.21","50,735.38",2003-03-18,2003-03-24,2
20030311,TOTAL,"1,636,472.41","615,336.13","375,193.88","392,499.46","529,852.23","50,850.85",2003-03-11,2003-03-17,2
20030304,TOTAL,"1,699,737.42","551,891.21","370,102.94","379,883.63","538,494.32","60,095.44",2003-03-04,2003-03-10,2
20030225,TOTAL,"1,714,128.24","577,286.77","331,852.85","377,687.35","536,702.45","62,547.30",2003-02-25,2003-03-03,2
20030218,TOTAL,"1,731,990.18","534,411.54","373,691.21","355,147.71","542,201.94","62,762.37",2003-02-18,2003-02-24,2
20030211,TOTAL,"1,682,936.43","552,841.21","377,734.14","365,364.37","551,698.43","69,630.38",2003-02-11,2003-02-17,2
20030204,TOTAL,"1,726,001.58","538,244.04","373,059.79","345,131.37","550,042.06","67,726.11",2003-02-04,2003-02-10,2
20030128,TOTAL,"1,753,399.46","510,361.56","346,967.62","361,968.81","552,187.62","75,319.88",2003-01-28,2003-02-03,2
20030121,TOTAL,"1,786,667.64","480,844.79","348,351.45","366,607.87","546,677.18","71,056.03",2003-01-21,2003-01-27,2
20030114,TOTAL,"1,853,426.82","422,336.26","356,635.25","415,487.41","474,857.60","77,461.61",2003-01-14,2003-01-20,2
20030107,TOTAL,"1,858,504.99","460,569.85","342,357.81","448,551.51","439,332.21","50,888.58",2003-01-07,2003-01-13,2
20021231,TOTAL,"1,939,663.48","419,761.25","328,670.32","483,370.85","390,223.06","38,516.00",2002-12-31,2003-01-06,2
20021224,TOTAL,"1,893,395.94","439,763.34","345,036.32","503,706.19","379,723.84","38,579.33",2002-12-24,2002-12-30,2
20021217,TOTAL,"1,858,936.28","460,789.92","355,153.74","507,225.58","379,739.98","38,359.46",2002-12-17,2002-12-23,2
20021210,TOTAL,"1,749,858.00","533,108.94","392,019.77","514,473.07","372,812.90","37,932.27",2002-12-10,2002-12-16,2
20021203,TOTAL,"1,824,491.05","511,148.71","464,688.45","401,466.33","365,688.98","32,721.43",2002-12-03,2002-12-09,2
20021126,TOTAL,"1,834,562.19","518,199.50","458,631.50","381,776.47","373,588.51","33,446.78",2002-11-26,2002-12-02,2
20021119,TOTAL,"1,825,541.47","514,982.14","469,225.83","382,078.58","373,666.16","34,710.78",2002-11-19,2002-11-25,2
20021112,TOTAL,"1,819,560.32","491,504.94","489,934.26","392,189.44","373,414.92","33,601.07",2002-11-12,2002-11-18,2
20021105,TOTAL,"1,769,245.14","382,667.76","541,494.68","463,288.53","403,646.89","39,861.96",2002-11-05,2002-11-11,2
20021029,TOTAL,"1,765,414.91","426,907.08","515,300.92","438,106.86","413,819.94","40,655.25",2002-10-29,2002-11-04,2
20021022,TOTAL,"1,654,695.20","488,309.21","543,518.41","448,367.76","425,003.03","40,311.35",2002-10-22,2002-10-28,2
20021015,TOTAL,"1,563,365.10","538,675.25","558,347.21","462,757.82","436,718.01","40,341.57",2002-10-15,2002-10-21,2
20021008,TOTAL,"1,457,067.25","633,327.35","536,190.30","466,370.87","444,261.26","62,987.93",2002-10-08,2002-10-14,2
20021001,TOTAL,"1,466,410.83","672,413.09","457,327.60","467,503.80","442,258.33","94,291.31",2002-10-01,2002-10-07,2
20020924,TOTAL,"1,551,566.42","462,960.28","511,937.99","508,636.13","466,015.34","99,088.79",2002-09-24,2002-09-30,2
20020917,TOTAL,"1,451,606.56","539,357.62","493,731.34","516,512.95","482,192.25","116,804.24",2002-09-17,2002-09-23,2
20020910,TOTAL,"1,462,478.68","494,611.33","498,955.21","526,939.83","466,733.51","150,486.40",2002-09-10,2002-09-16,2
20020903,TOTAL,"1,406,647.23","691,168.90","415,845.77","442,018.85","457,247.42","187,276.78",2002-09-03,2002-09-09,2
20020827,TOTAL,"1,474,461.90","642,647.68","421,984.74","354,404.39","483,774.90","222,931.36",2002-08-27,2002-09-02,2
20020820,TOTAL,"1,408,866.84","715,932.96","419,322.33","342,970.29","476,978.17","236,134.36",2002-08-20,2002-08-26,2
20020813,TOTAL,"1,238,324.32","842,969.35","455,730.55","358,892.48","480,336.51","223,951.74",2002-08-13,2002-08-19,2
20020806,TOTAL,"1,228,079.44","865,576.09","430,386.38","377,734.53","488,528.69","209,899.83",2002-08-06,2002-08-12,2
20020730,TOTAL,"1,228,887.98","853,900.43","475,253.73","365,404.38","493,069.06","183,689.37",2002-07-30,2002-08-05,2
20020723,TOTAL,"1,257,516.51","794,446.09","468,300.82","401,625.33","498,172.67","180,143.54",2002-07-23,2002-07-29,2
20020716,TOTAL,"1,440,501.98","699,979.91","436,106.75","382,541.17","475,091.96","165,983.19",2002-07-16,2002-07-22,2
20020709,TOTAL,"1,453,669.93","709,162.42","440,617.62","379,870.29","451,244.40","165,640.30",2002-07-09,2002-07-15,2
20020702,TOTAL,"1,473,665.96","678,539.45","405,638.45","413,126.55","470,212.09","159,022.47",2002-07-02,2002-07-08,2
20020625,TOTAL,"1,500,512.06","661,542.33","431,477.21","407,694.30","493,609.41","105,369.65",2002-06-25,2002-07-01,2
20020618,TOTAL,"1,537,251.81","650,633.19","456,262.23","416,745.11","464,782.87","74,529.74",2002-06-18,2002-06-24,2
20020611,TOTAL,"1,473,548.54","767,100.69","446,730.15","411,126.11","439,345.62","62,353.86",2002-06-11,2002-06-17,2
20020604,TOTAL,"1,439,801.91","820,272.11","437,687.67","395,664.24","425,446.21","81,332.82",2002-06-04,2002-06-10,2
20020528,TOTAL,"1,655,592.92","575,932.71","438,772.80","399,985.72","447,857.18","82,063.64",2002-05-28,2002-06-03,2
20020521,TOTAL,"1,713,375.82","553,340.23","419,174.14","406,818.83","489,145.61","18,350.32",2002-05-21,2002-05-27,2
20020514,TOTAL,"1,659,261.95","534,410.36","463,888.95","448,293.26","474,884.79","19,465.65",2002-05-14,2002-05-20,2
20020507,TOTAL,"1,593,949.72","683,975.64","369,527.78","609,829.21","324,427.62","18,494.98",2002-05-07,2002-05-13,2
20020430,TOTAL,"1,661,853.85","648,109.71","358,279.82","572,561.40","351,006.93","8,393.25",2002-04-30,2002-05-06,2
20020423,TOTAL,"1,624,661.49","677,365.50","401,701.52","614,755.96","281,720.48",0.00,2002-04-23,2002-04-29,2
20020416,TOTAL,"1,652,766.34","647,817.10","474,626.88","622,095.35","202,899.28",0.00,2002-04-16,2002-04-22,2
20020409,TOTAL,"1,630,341.00","688,959.94","506,035.48","606,424.93","168,443.61",0.00,2002-04-09,2002-04-15,2
20020402,TOTAL,"1,591,349.25","769,141.06","504,468.59","577,836.95","157,409.11",0.00,2002-04-02,2002-04-08,2
20020326,TOTAL,"1,530,399.52","822,104.42","544,902.79","509,553.70","193,244.52",0.00,2002-03-26,2002-04-01,2
20020319,TOTAL,"1,531,938.92","841,539.06","622,712.56","405,059.61","198,954.80",0.00,2002-03-19,2002-03-25,2
20020312,TOTAL,"1,483,180.16","795,601.84","673,099.89","444,857.64","203,465.44",0.00,2002-03-12,2002-03-18,2
20020305,TOTAL,"1,686,649.48","814,495.23","552,737.83","376,190.44","170,131.98",0.00,2002-03-05,2002-03-11,2
20020226,TOTAL,"1,678,143.10","832,458.38","544,988.28","371,307.59","173,307.61",0.00,2002-02-26,2002-03-04,2
20020219,TOTAL,"1,774,427.70","760,742.86","560,579.47","334,820.34","169,634.59",0.00,2002-02-19,2002-02-25,2
20020212,TOTAL,"1,835,298.62","747,933.57","518,236.76","340,109.51","158,626.50",0.00,2002-02-12,2002-02-18,2
20020205,TOTAL,"1,865,635.95","769,050.95","468,813.83","330,917.47","165,786.76",0.00,2002-02-05,2002-02-11,2
20020129,TOTAL,"1,876,689.93","749,701.86","471,647.40","342,812.86","159,352.90",0.00,2002-01-29,2002-02-04,2
20020122,TOTAL,"1,901,225.03","707,163.86","457,560.89","364,508.70","169,746.48",0.00,2002-01-22,2002-01-28,2
20020115,TOTAL,"1,905,662.22","681,845.26","463,347.71","375,982.96","173,366.81",0.00,2002-01-15,2002-01-21,2
20020108,TOTAL,"1,960,560.85","595,235.25","434,626.96","420,094.14","189,687.75",0.00,2002-01-08,2002-01-14,2
20020101,TOTAL,"1,990,248.11","507,389.03","419,472.14","419,815.77","263,279.91",0.00,2002-01-01,2002-01-07,2
20011225,TOTAL,"1,993,932.60","512,287.04","414,165.34","435,483.11","244,336.88",0.00,2001-12-25,2001-12-31,2
20011218,TOTAL,"1,997,190.74","491,057.18","419,155.60","432,759.58","260,041.85",0.00,2001-12-18,2001-12-24,2
20011211,TOTAL,"1,963,446.52","519,482.31","458,553.38","397,295.08","261,427.67",0.00,2001-12-11,2001-12-17,2
20011204,TOTAL,"1,916,417.77","519,730.49","451,627.19","429,058.88","283,370.62",0.00,2001-12-04,2001-12-10,2
20011127,TOTAL,"1,900,578.11","556,502.98","423,650.16","390,756.78","328,716.92",0.00,2001-11-27,2001-12-03,2
20011120,TOTAL,"1,761,648.72","659,021.73","439,765.65","406,937.85","332,831.01",0.00,2001-11-20,2001-11-26,2
20011113,TOTAL,"1,754,875.35","666,784.67","482,089.89","353,216.26","343,238.78",0.00,2001-11-13,2001-11-19,2
20011106,TOTAL,"1,852,664.73","625,744.12","450,242.15","328,315.21","343,238.74",0.00,2001-11-06,2001-11-12,2
20011030,TOTAL,"1,931,187.68","594,115.23","445,958.68","329,255.41","299,687.96",0.00,2001-10-30,2001-11-05,2
20011023,TOTAL,"2,034,419.89","619,432.07","353,030.44","292,406.66","300,915.90",0.00,2001-10-23,2001-10-29,2
20011016,TOTAL,"2,207,349.27","529,761.45","286,828.86","275,349.57","300,915.80",0.00,2001-10-16,2001-10-22,2
20011009,TOTAL,"2,170,759.79","550,771.42","308,562.17","269,195.77","300,915.81",0.00,2001-10-09,2001-10-15,2
20011002,TOTAL,"2,267,918.63","481,231.38","280,807.26","280,186.34","290,061.35",0.00,2001-10-02,2001-10-08,2
20010925,TOTAL,"2,280,837.07","463,213.35","260,715.60","313,177.37","282,261.57",0.00,2001-09-25,2001-10-01,2
20010918,TOTAL,"2,140,722.81","567,272.31","292,509.75","317,982.89","281,717.19",0.00,2001-09-18,2001-09-24,2
20010911,TOTAL,"2,067,582.91","626,975.46","305,946.32","317,983.03","281,717.23",0.00,2001-09-11,2001-09-17,2
20010904,TOTAL,"2,084,939.78","654,981.84","291,048.96","301,918.81","267,315.57",0.00,2001-09-04,2001-09-10,2
20010828,TOTAL,"2,168,167.21","515,115.41","316,314.51","344,494.90","256,112.92",0.00,2001-08-28,2001-09-03,2
20010821,TOTAL,"2,213,662.07","453,339.38","355,488.67","361,781.15","215,933.68",0.00,2001-08-21,2001-08-27,2
20010814,TOTAL,"2,125,846.09","542,602.14","372,028.77","409,355.87","150,372.09",0.00,2001-08-14,2001-08-20,2
20010807,TOTAL,"2,049,911.79","614,082.80","380,443.69","398,444.03","157,322.66",0.00,2001-08-07,2001-08-13,2
20010731,TOTAL,"2,008,928.07","656,913.03","399,481.48","377,457.84","157,424.53",0.00,2001-07-31,2001-08-06,2
20010724,TOTAL,"1,993,667.09","772,285.23","321,771.83","406,420.83","106,059.97",0.00,2001-07-24,2001-07-30,2
20010717,TOTAL,"2,109,483.35","700,405.02","257,225.86","426,097.41","106,993.31",0.00,2001-07-17,2001-07-23,2
20010710,TOTAL,"2,298,979.11","522,769.01","273,143.28","391,203.74","114,109.81",0.00,2001-07-10,2001-07-16,2
20010703,TOTAL,"2,147,313.59","640,794.06","275,871.06","415,575.47","120,650.78",0.00,2001-07-03,2001-07-09,2
20010626,TOTAL,"2,232,314.04","580,816.69","293,659.49","433,506.88","59,907.85",0.00,2001-06-26,2001-07-02,2
20010619,TOTAL,"2,307,939.52","553,577.49","302,020.54","378,852.87","57,814.54",0.00,2001-06-19,2001-06-25,2
20010612,TOTAL,"2,460,637.44","373,246.13","383,536.02","321,590.42","58,306.40","2,888.54",2001-06-12,2001-06-18,2
20010605,TOTAL,"2,403,091.32","382,606.40","419,252.41","324,522.40","58,695.95","12,036.49",2001-06-05,2001-06-11,2
20010529,TOTAL,"2,247,358.02","443,467.75","500,380.01","334,955.60","59,421.73","14,621.85",2001-05-29,2001-06-04,2
20010522,TOTAL,"2,205,994.91","431,864.28","559,934.57","325,039.75","62,685.75","14,685.69",2001-05-22,2001-05-28,2
20010515,TOTAL,"2,136,496.00","502,279.77","499,605.27","377,456.40","70,531.80","13,835.72",2001-05-15,2001-05-21,2
20010508,TOTAL,"2,169,434.42","570,568.61","463,047.72","337,446.29","51,658.99","8,048.92",2001-05-08,2001-05-14,2
20010501,TOTAL,"2,487,053.41","360,521.29","438,066.02","268,124.73","38,390.59","8,048.92",2001-05-01,2001-05-07,2
20010424,TOTAL,"2,538,789.23","393,648.71","357,036.36","264,291.05","38,390.68","8,048.92",2001-04-24,2001-04-30,2
20010417,TOTAL,"2,543,472.88","412,369.21","337,255.78","260,667.57","38,390.60","8,048.92",2001-04-17,2001-04-23,2
20010410,TOTAL,"2,529,457.81","430,413.63","334,838.81","262,327.21","36,978.00","6,189.50",2001-04-10,2001-04-16,2
20010403,TOTAL,"2,449,798.71","528,874.39","316,390.88","261,973.35","37,749.23","5,418.41",2001-04-03,2001-04-09,2
20010327,TOTAL,"2,464,178.38","496,518.13","339,406.41","255,679.59","25,044.64","19,377.81",2001-03-27,2001-04-02,2
20010320,TOTAL,"2,569,958.41","380,518.79","349,633.21","254,373.40","25,103.51","20,617.64",2001-03-20,2001-03-26,2
20010313,TOTAL,"2,572,405.41","390,390.15","352,617.72","236,699.11","26,754.57","21,337.99",2001-03-13,2001-03-19,2
20010306,TOTAL,"2,593,815.85","362,553.22","477,573.33","116,196.94","28,727.59","21,338.02",2001-03-06,2001-03-12,2
20010227,TOTAL,"2,548,073.49","396,073.69","484,461.56","119,148.31","30,360.78","22,087.13",2001-02-27,2001-03-05,2
20010220,TOTAL,"2,557,717.37","385,113.70","486,166.93","119,393.09","32,563.66","19,250.21",2001-02-20,2001-02-26,2
20010213,TOTAL,"2,474,987.38","452,959.81","502,151.84","121,560.45","30,076.07","18,469.41",2001-02-13,2001-02-19,2
20010206,TOTAL,"2,433,403.80","801,240.33","200,766.82","133,931.91","20,761.56","10,100.54",2001-02-06,2001-02-12,2
20010130,TOTAL,"2,424,064.62","818,844.68","206,518.90","124,063.01","16,290.65","10,423.09",2001-01-30,2001-02-05,2
20010123,TOTAL,"2,286,317.02","922,400.98","219,487.11","142,968.66","18,608.20","10,422.99",2001-01-23,2001-01-29,2
20010116,TOTAL,"2,689,657.85","475,834.80","249,841.90","138,462.40","36,377.78","10,030.23",2001-01-16,2001-01-22,2
20010109,TOTAL,"2,640,737.42","528,793.77","234,025.58","153,833.93","32,840.46","9,973.79",2001-01-09,2001-01-15,2
20010102,TOTAL,"2,719,086.19","461,569.28","234,405.70","156,320.57","18,849.38","9,973.83",2001-01-02,2001-01-08,2
20001226,TOTAL,"2,762,224.87","404,138.18","207,589.18","197,360.66","18,155.81","10,736.25",2000-12-26,2001-01-01,2
20001219,TOTAL,"2,714,063.38","424,391.26","235,294.73","199,854.95","17,550.57","9,050.07",2000-12-19,2000-12-25,2
20001212,TOTAL,"2,599,670.21","487,109.03","233,836.70","246,548.40","25,525.50","7,515.12",2000-12-12,2000-12-18,2
20001205,TOTAL,"2,578,148.46","517,237.38","232,392.44","247,964.29","20,353.07","4,109.31",2000-12-05,2000-12-11,2
20001128,TOTAL,"2,527,840.97","583,466.46","216,908.63","250,565.66","21,423.24",0.00,2000-11-28,2000-12-04,2
20001121,TOTAL,"2,521,928.26","545,233.60","210,989.77","242,521.94","79,531.39",0.00,2000-11-21,2000-11-27,2
20001114,TOTAL,"2,488,123.86","542,751.87","210,424.64","183,511.95","153,744.32","21,648.32",2000-11-14,2000-11-20,2
20001107,TOTAL,"2,234,709.89","765,147.37","226,041.27","149,017.76","195,519.18","29,769.49",2000-11-07,2000-11-13,2
20001031,TOTAL,"1,799,542.23","754,858.05","534,087.34","238,157.65","194,406.16","79,153.53",2000-10-31,2000-11-06,2
20001024,TOTAL,"1,664,569.74","753,176.19","663,369.07","287,860.52","180,363.97","50,865.46",2000-10-24,2000-10-30,2
