MapDate,AreaOfInterest,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20090127,TOTAL,"2,094,402.11","868,342.12","381,968.79","181,384.72","63,091.78","11,015.43",2009-01-27,2009-02-02,2
20090120,TOTAL,"2,203,360.76","812,797.12","374,634.91","141,169.10","57,227.65","11,015.43",2009-01-20,2009-01-26,2
20090113,TOTAL,"2,202,255.44","809,679.37","391,764.51","146,838.46","38,651.74","11,015.43",2009-01-13,2009-01-19,2
20090106,TOTAL,"2,186,540.74","832,401.53","400,741.69","143,685.22","25,820.34","11,015.43",2009-01-06,2009-01-12,2
20081230,TOTAL,"2,201,105.60","817,310.05","392,665.86","151,229.52","26,878.50","11,015.43",2008-12-30,2009-01-05,2
20081223,TOTAL,"2,084,327.08","899,373.69","412,054.10","162,972.98","30,461.68","11,015.43",2008-12-23,2008-12-29,2
20081216,TOTAL,"2,046,607.26","921,570.26","412,483.05","171,832.21","36,696.75","11,015.43",2008-12-16,2008-12-22,2
20081209,TOTAL,"2,034,436.41","905,946.79","397,847.04","194,678.56","44,220.27","23,075.89",2008-12-09,2008-12-15,2
20081202,TOTAL,"2,038,896.37","906,149.52","413,601.44","177,199.63","45,634.63","18,723.37",2008-12-02,2008-12-08,2
20081125,TOTAL,"2,132,620.89","819,249.71","398,231.78","187,355.69","47,325.21","15,421.69",2008-11-25,2008-12-01,2
20081118,TOTAL,"2,171,271.99","794,886.27","386,678.40","193,436.26","40,723.45","13,208.58",2008-11-18,2008-11-24,2
20081111,TOTAL,"2,202,306.10","758,076.87","379,263.74","203,859.40","43,490.26","13,208.58",2008-11-11,2008-11-17,2
20081104,TOTAL,"2,158,091.39","785,586.32","394,291.23","205,537.01","50,889.00","5,810.02",2008-11-04,2008-11-10,2
20081028,TOTAL,"2,223,510.03","722,389.48","369,499.86","232,749.89","48,387.84","3,667.86",2008-10-28,2008-11-03,2
20081021,TOTAL,"2,127,832.80","793,112.30","392,153.87","234,126.17","49,286.83","3,692.98",2008-10-21,2008-10-27,2
20081014,TOTAL,"2,177,194.03","782,729.86","366,908.08","220,393.24","49,286.77","3,692.98",2008-10-14,2008-10-20,2
20081007,TOTAL,"2,075,839.23","823,153.36","427,714.37","220,543.33","47,595.71","5,358.95",2008-10-07,2008-10-13,2
20080930,TOTAL,"2,056,684.19","830,089.37","443,649.04","213,737.47","50,685.94","5,358.95",2008-09-30,2008-10-06,2
20080923,TOTAL,"2,111,508.02","796,803.37","446,413.96","199,382.34","40,738.32","5,358.95",2008-09-23,2008-09-29,2
20080916,TOTAL,"2,130,481.33","807,361.10","433,986.25","186,368.28","37,710.79","4,297.21",2008-09-16,2008-09-22,2
20080909,TOTAL,"2,145,436.07","768,340.76","447,834.96","195,075.12","39,220.84","4,297.21",2008-09-09,2008-09-15,2
20080902,TOTAL,"2,027,905.97","848,672.20","475,886.50","200,294.77","43,148.30","4,297.21",2008-09-02,2008-09-08,2
20080826,TOTAL,"1,994,992.34","904,103.75","423,032.78","220,043.91","53,734.97","4,297.21",2008-08-26,2008-09-01,2
20080819,TOTAL,"2,054,504.56","783,608.91","411,798.20","257,214.44","69,940.72","23,138.12",2008-08-19,2008-08-25,2
20080812,TOTAL,"2,036,887.66","738,824.78","436,025.64","255,397.57","104,292.46","28,776.84",2008-08-12,2008-08-18,2
20080805,TOTAL,"1,993,392.67","753,631.76","460,567.30","261,854.79","101,764.28","28,994.15",2008-08-05,2008-08-11,2
20080729,TOTAL,"2,055,968.14","693,628.08","469,437.54","249,823.61","102,353.43","28,994.15",2008-07-29,2008-08-04,2
20080722,TOTAL,"2,017,906.10","752,515.88","499,684.83","210,000.64","83,410.61","36,686.91",2008-07-22,2008-07-28,2
20080715,TOTAL,"2,144,773.06","636,524.96","492,606.75","221,853.45","79,409.37","25,037.36",2008-07-15,2008-07-21,2
20080708,TOTAL,"2,144,413.38","625,063.97","472,716.32","233,000.78","98,451.93","26,558.58",2008-07-08,2008-07-14,2
20080701,TOTAL,"2,156,466.92","597,606.20","482,808.47","232,090.41","107,422.46","23,810.49",2008-07-01,2008-07-07,2
20080624,TOTAL,"2,143,001.30","573,452.67","527,682.36","219,432.54","124,214.79","12,421.30",2008-06-24,2008-06-30,2
20080617,TOTAL,"2,152,680.86","537,125.20","546,252.46","235,541.97","119,103.55","9,500.91",2008-06-17,2008-06-23,2
20080610,TOTAL,"2,027,805.96","858,482.74","430,757.69","212,455.76","70,702.81",0.00,2008-06-10,2008-06-16,2
20080603,TOTAL,"2,219,085.65","685,950.46","437,349.90","204,412.45","53,406.49",0.00,2008-06-03,2008-06-09,2
20080527,TOTAL,"2,265,279.11","686,476.68","404,254.01","194,855.62","49,339.53",0.00,2008-05-27,2008-06-02,2
20080520,TOTAL,"2,060,857.98","781,501.41","497,953.87","213,202.19","46,689.49",0.00,2008-05-20,2008-05-26,2
20080513,TOTAL,"2,013,134.10","848,435.33","479,400.17","196,452.27","62,783.08",0.00,2008-05-13,2008-05-19,2
20080506,TOTAL,"1,976,285.40","853,465.24","507,573.40","196,825.60","66,055.32",0.00,2008-05-06,2008-05-12,2
20080429,TOTAL,"1,958,713.12","820,777.88","505,098.81","240,906.37","65,902.17","8,806.61",2008-04-29,2008-05-05,2
20080422,TOTAL,"2,033,517.81","756,885.38","534,557.64","199,653.32","66,784.20","8,806.61",2008-04-22,2008-04-28,2
20080415,TOTAL,"2,033,183.13","761,630.98","516,324.50","218,192.38","62,067.36","8,806.61",2008-04-15,2008-04-21,2
20080408,TOTAL,"2,012,325.20","786,963.02","560,536.92","161,639.97","78,739.85",0.00,2008-04-08,2008-04-14,2
20080401,TOTAL,"1,913,345.26","833,919.79","560,488.58","206,861.70","85,589.63",0.00,2008-04-01,2008-04-07,2
20080325,TOTAL,"1,950,243.96","799,808.26","471,795.91","302,847.83","75,509.00",0.00,2008-03-25,2008-03-31,2
20080318,TOTAL,"1,943,888.34","764,821.12","481,984.31","329,774.90","76,388.45","3,347.85",2008-03-18,2008-03-24,2
20080311,TOTAL,"1,942,528.41","839,559.98","386,038.56","352,272.61","68,435.67","11,369.73",2008-03-11,2008-03-17,2
20080304,TOTAL,"1,905,271.61","838,976.13","397,068.57","360,344.76","71,719.73","26,824.16",2008-03-04,2008-03-10,2
20080226,TOTAL,"1,851,404.73","870,887.17","425,167.80","351,945.33","67,974.18","32,825.76",2008-02-26,2008-03-03,2
20080219,TOTAL,"1,745,326.47","961,218.43","433,180.59","339,372.17","59,119.75","61,987.56",2008-02-19,2008-02-25,2
20080212,TOTAL,"1,651,587.73","1,046,995.47","447,230.02","331,778.70","57,914.65","64,698.38",2008-02-12,2008-02-18,2
20080205,TOTAL,"1,734,622.47","925,795.67","476,670.38","340,557.83","57,860.23","64,698.38",2008-02-05,2008-02-11,2
20080129,TOTAL,"1,720,661.26","930,072.87","462,467.02","354,785.09","63,478.31","68,740.40",2008-01-29,2008-02-04,2
20080122,TOTAL,"1,738,968.88","824,165.19","499,261.30","412,789.28","59,484.48","65,535.82",2008-01-22,2008-01-28,2
20080115,TOTAL,"1,682,170.71","844,609.17","496,325.56","443,528.83","68,094.65","65,476.04",2008-01-15,2008-01-21,2
20080108,TOTAL,"1,720,624.09","814,555.60","516,152.18","407,205.99","66,272.19","75,394.91",2008-01-08,2008-01-14,2
20080101,TOTAL,"1,773,805.79","774,781.47","438,270.70","440,306.41","101,445.65","71,594.95",2008-01-01,2008-01-07,2
20071225,TOTAL,"1,880,255.25","681,237.03","413,700.50","432,265.75","79,951.18","112,795.24",2007-12-25,2007-12-31,2
20071218,TOTAL,"1,880,431.34","676,853.29","415,389.02","434,474.34","80,261.73","112,795.24",2007-12-18,2007-12-24,2
20071211,TOTAL,"1,818,333.60","712,337.33","440,574.81","435,896.32","80,267.66","112,795.24",2007-12-11,2007-12-17,2
20071204,TOTAL,"1,731,199.36","775,477.78","471,375.05","437,075.19","87,594.15","97,483.42",2007-12-04,2007-12-10,2
20071127,TOTAL,"1,799,144.47","674,809.33","442,621.44","441,786.42","155,178.27","86,665.03",2007-11-27,2007-12-03,2
20071120,TOTAL,"1,672,943.06","814,418.15","438,517.10","431,914.79","154,291.75","88,120.11",2007-11-20,2007-11-26,2
20071113,TOTAL,"1,752,123.07","761,272.06","409,428.17","450,251.74","145,330.86","81,799.05",2007-11-13,2007-11-19,2
20071106,TOTAL,"1,886,596.93","641,620.65","380,048.74","451,236.60","166,540.19","74,161.84",2007-11-06,2007-11-12,2
20071030,TOTAL,"1,983,087.84","559,580.81","368,845.33","451,411.24","170,969.34","66,310.38",2007-10-30,2007-11-05,2
20071023,TOTAL,"1,842,169.01","586,875.76","377,663.48","474,974.03","199,160.95","119,361.73",2007-10-23,2007-10-29,2
20071016,TOTAL,"1,728,640.07","548,153.97","414,391.23","514,054.54","264,979.79","129,985.35",2007-10-16,2007-10-22,2
20071009,TOTAL,"1,711,128.85","570,375.30","416,559.43","529,363.74","266,502.31","106,275.32",2007-10-09,2007-10-15,2
20071002,TOTAL,"1,705,828.37","575,453.13","427,577.09","530,742.74","259,896.46","100,707.16",2007-10-02,2007-10-08,2
20070925,TOTAL,"1,723,257.46","552,188.46","421,621.93","548,038.16","286,606.41","68,492.55",2007-09-25,2007-10-01,2
20070918,TOTAL,"1,726,642.81","552,939.14","355,714.53","596,935.94","298,414.35","69,558.19",2007-09-18,2007-09-24,2
20070911,TOTAL,"1,661,632.93","598,846.95","373,754.83","595,661.15","285,350.57","84,958.53",2007-09-11,2007-09-17,2
20070904,TOTAL,"1,578,073.54","651,552.10","398,120.35","606,578.36","293,768.63","72,111.98",2007-09-04,2007-09-10,2
20070828,TOTAL,"1,565,181.25","656,590.28","381,683.45","611,506.56","301,681.77","83,561.64",2007-08-28,2007-09-03,2
20070821,TOTAL,"1,481,928.96","648,997.83","467,348.82","625,904.33","289,891.75","86,133.27",2007-08-21,2007-08-27,2
20070814,TOTAL,"1,464,801.11","683,541.65","462,989.42","687,742.25","230,850.54","70,279.99",2007-08-14,2007-08-20,2
20070807,TOTAL,"1,436,072.77","748,785.98","511,977.20","652,332.38","205,066.49","45,970.13",2007-08-07,2007-08-13,2
20070731,TOTAL,"1,499,674.02","709,926.69","525,407.50","661,365.93","184,078.23","19,752.59",2007-07-31,2007-08-06,2
20070724,TOTAL,"1,547,265.94","733,465.16","569,034.78","560,529.53","177,906.74","12,002.80",2007-07-24,2007-07-30,2
20070717,TOTAL,"1,640,195.37","683,193.95","682,496.38","404,422.94","174,483.63","15,412.68",2007-07-17,2007-07-23,2
20070710,TOTAL,"1,670,174.96","746,135.84","599,784.98","393,621.90","175,023.99","15,463.30",2007-07-10,2007-07-16,2
20070703,TOTAL,"1,771,459.77","786,200.35","484,787.59","344,532.49","190,100.84","23,123.92",2007-07-03,2007-07-09,2
20070626,TOTAL,"1,779,211.49","784,283.84","462,005.05","353,242.45","193,862.72","27,599.41",2007-06-26,2007-07-02,2
20070619,TOTAL,"1,813,290.33","757,862.63","455,365.30","346,999.37","190,746.90","35,940.42",2007-06-19,2007-06-25,2
20070612,TOTAL,"1,872,317.17","715,737.28","461,512.17","356,077.65","167,827.90","26,732.79",2007-06-12,2007-06-18,2
20070605,TOTAL,"1,814,926.75","766,885.20","508,527.08","315,291.53","183,280.61","11,293.77",2007-06-05,2007-06-11,2
20070529,TOTAL,"1,839,732.28","740,189.71","488,759.85","324,284.71","207,238.41",0.00,2007-05-29,2007-06-04,2
20070522,TOTAL,"1,884,092.17","697,007.09","496,348.74","322,763.69","199,993.27",0.00,2007-05-22,2007-05-28,2
20070515,TOTAL,"1,893,499.11","718,616.59","506,519.17","316,337.19","165,232.90",0.00,2007-05-15,2007-05-21,2
20070508,TOTAL,"1,960,291.78","689,204.19","512,381.65","284,407.32","153,920.01",0.00,2007-05-08,2007-05-14,2
20070501,TOTAL,"1,929,882.03","692,373.32","530,539.03","305,146.29","142,264.29",0.00,2007-05-01,2007-05-07,2
20070424,TOTAL,"1,930,792.82","715,711.70","536,333.85","295,707.09","121,659.51",0.00,2007-04-24,2007-04-30,2
20070417,TOTAL,"1,942,988.54","712,158.31","545,331.71","295,959.02","103,767.38",0.00,2007-04-17,2007-04-23,2
20070410,TOTAL,"1,859,965.80","782,923.44","619,427.70","247,513.31","90,374.70",0.00,2007-04-10,2007-04-16,2
20070403,TOTAL,"1,875,893.58","803,107.21","606,497.23","223,121.61","91,585.32",0.00,2007-04-03,2007-04-09,2
20070327,TOTAL,"1,698,828.41","908,945.81","571,005.75","280,625.83","140,799.16",0.00,2007-03-27,2007-04-02,2
20070320,TOTAL,"1,828,098.16","960,871.74","410,211.52","239,195.90","156,332.19","5,495.44",2007-03-20,2007-03-26,2
20070313,TOTAL,"1,862,366.94","941,864.48","401,125.51","230,176.37","159,176.22","5,495.44",2007-03-13,2007-03-19,2
20070306,TOTAL,"2,105,699.32","785,668.05","344,630.04","247,766.45","110,945.66","5,495.44",2007-03-06,2007-03-12,2
20070227,TOTAL,"2,075,452.18","765,417.21","357,612.05","262,746.83","133,481.25","5,495.44",2007-02-27,2007-03-05,2
20070220,TOTAL,"1,979,678.25","805,862.60","378,106.71","274,065.87","156,996.09","5,495.44",2007-02-20,2007-02-26,2
20070213,TOTAL,"2,041,106.95","772,614.19","346,039.94","271,453.62","162,266.48","6,723.77",2007-02-13,2007-02-19,2
20070206,TOTAL,"2,051,363.46","790,112.50","333,949.70","264,708.82","153,749.86","6,320.61",2007-02-06,2007-02-12,2
20070130,TOTAL,"2,134,419.03","695,697.91","357,038.30","252,979.24","153,749.86","6,320.61",2007-01-30,2007-02-05,2
20070123,TOTAL,"2,182,853.91","666,005.85","349,603.98","242,245.14","153,175.46","6,320.61",2007-01-23,2007-01-29,2
20070116,TOTAL,"2,072,816.00","776,241.61","358,308.40","212,200.15","171,418.41","9,220.38",2007-01-16,2007-01-22,2
20070109,TOTAL,"1,981,566.25","840,998.60","372,603.61","216,233.98","178,801.37","10,001.15",2007-01-09,2007-01-15,2
20070102,TOTAL,"1,928,110.01","901,260.15","391,350.21","201,118.12","168,365.32","10,001.15",2007-01-02,2007-01-08,2
20061226,TOTAL,"1,853,351.68","978,859.01","375,978.94","215,858.34","161,785.05","14,371.93",2006-12-26,2007-01-01,2
20061219,TOTAL,"1,811,465.24","991,146.40","385,244.89","226,028.69","167,973.66","18,346.07",2006-12-19,2006-12-25,2
20061212,TOTAL,"2,159,540.88","669,178.90","365,040.76","219,080.24","169,018.10","18,346.07",2006-12-12,2006-12-18,2
20061205,TOTAL,"2,207,164.67","637,192.64","360,843.93","210,227.93","179,532.86","5,242.92",2006-12-05,2006-12-11,2
20061128,TOTAL,"2,313,040.90","500,973.23","366,166.02","196,766.38","215,445.97","7,812.44",2006-11-28,2006-12-04,2
20061121,TOTAL,"2,290,861.69","524,541.33","378,601.77","214,056.67","187,062.29","5,081.21",2006-11-21,2006-11-27,2
20061114,TOTAL,"2,242,966.30","528,709.58","410,814.45","242,400.90","175,313.72",0.00,2006-11-14,2006-11-20,2
20061107,TOTAL,"2,282,397.81","496,850.88","403,241.65","246,334.77","171,379.85",0.00,2006-11-07,2006-11-13,2
20061031,TOTAL,"2,152,921.97","545,556.18","434,353.34","285,714.89","181,658.58",0.00,2006-10-31,2006-11-06,2
20061024,TOTAL,"2,087,556.16","563,068.45","450,563.28","315,226.13","183,790.95",0.00,2006-10-24,2006-10-30,2
20061017,TOTAL,"1,996,100.28","609,269.70","503,030.80","301,365.18","181,954.69","8,484.32",2006-10-17,2006-10-23,2
20061010,TOTAL,"1,950,650.52","593,522.06","550,471.98","304,809.74","193,657.50","7,093.16",2006-10-10,2006-10-16,2
20061003,TOTAL,"1,927,688.29","635,058.79","540,445.21","292,102.57","200,572.74","4,337.36",2006-10-03,2006-10-09,2
20060926,TOTAL,"1,944,661.06","664,653.66","500,670.60","291,459.10","194,423.19","4,337.36",2006-09-26,2006-10-02,2
20060919,TOTAL,"1,889,795.18","603,732.88","610,630.06","269,908.60","217,121.38","9,016.87",2006-09-19,2006-09-25,2
20060912,TOTAL,"1,860,880.71","531,714.84","542,929.37","355,128.32","266,156.56","43,395.15",2006-09-12,2006-09-18,2
20060905,TOTAL,"1,762,643.98","596,083.26","542,235.79","411,723.63","256,367.77","31,150.52",2006-09-05,2006-09-11,2
20060829,TOTAL,"1,692,135.43","586,171.60","581,970.61","440,375.04","247,308.06","52,244.21",2006-08-29,2006-09-04,2
20060822,TOTAL,"1,655,827.89","501,251.56","566,045.27","545,075.14","271,996.29","60,008.82",2006-08-22,2006-08-28,2
20060815,TOTAL,"1,611,024.48","510,510.72","580,486.69","557,154.71","280,716.92","60,311.45",2006-08-15,2006-08-21,2
20060808,TOTAL,"1,622,404.58","493,198.24","554,500.56","566,454.85","306,465.72","57,181.01",2006-08-08,2006-08-14,2
20060801,TOTAL,"1,676,952.05","466,584.91","593,937.83","521,549.54","303,550.96","37,629.68",2006-08-01,2006-08-07,2
20060725,TOTAL,"1,654,235.99","443,541.36","626,642.89","535,099.15","303,190.56","37,495.00",2006-07-25,2006-07-31,2
20060718,TOTAL,"1,687,513.54","454,837.43","678,874.68","558,111.85","190,608.47","30,258.99",2006-07-18,2006-07-24,2
20060711,TOTAL,"1,753,600.06","626,934.33","695,184.22","364,082.90","141,668.58","18,734.86",2006-07-11,2006-07-17,2
20060704,TOTAL,"1,896,314.26","559,693.89","549,755.12","339,864.62","226,277.70","28,299.37",2006-07-04,2006-07-10,2
20060627,TOTAL,"1,898,465.05","644,715.16","478,955.83","307,754.21","232,495.62","37,819.08",2006-06-27,2006-07-03,2
20060620,TOTAL,"1,863,170.81","716,858.91","425,815.05","306,593.45","252,581.83","35,184.92",2006-06-20,2006-06-26,2
20060613,TOTAL,"1,855,706.34","686,848.91","466,228.34","296,996.59","259,239.86","35,184.92",2006-06-13,2006-06-19,2
20060606,TOTAL,"2,010,379.90","648,954.34","396,244.42","295,927.94","213,181.15","35,517.20",2006-06-06,2006-06-12,2
20060530,TOTAL,"1,987,712.48","728,758.86","436,084.30","240,713.54","167,994.74","38,941.04",2006-05-30,2006-06-05,2
20060523,TOTAL,"2,107,449.02","675,309.90","398,870.58","204,259.41","173,483.98","40,832.06",2006-05-23,2006-05-29,2
20060516,TOTAL,"2,031,659.81","814,832.95","363,446.09","184,631.53","164,802.52","40,832.06",2006-05-16,2006-05-22,2
20060509,TOTAL,"1,860,414.52","955,416.34","410,985.51","164,149.51","158,180.72","51,058.35",2006-05-09,2006-05-15,2
20060502,TOTAL,"1,895,992.14","801,212.06","437,628.49","298,164.97","112,544.62","54,662.69",2006-05-02,2006-05-08,2
20060425,TOTAL,"1,892,593.79","733,600.16","415,922.77","354,118.45","166,920.48","37,049.30",2006-04-25,2006-05-01,2
20060418,TOTAL,"1,856,853.35","757,358.44","423,576.88","395,502.73","128,766.80","38,146.76",2006-04-18,2006-04-24,2
20060411,TOTAL,"1,913,083.23","736,668.27","452,805.50","378,447.80","85,517.71","33,682.45",2006-04-11,2006-04-17,2
20060404,TOTAL,"1,807,920.27","853,862.76","486,187.45","329,538.14","89,013.90","33,682.45",2006-04-04,2006-04-10,2
20060328,TOTAL,"1,851,595.28","804,328.69","440,930.06","376,147.72","93,520.75","33,682.45",2006-03-28,2006-04-03,2
20060321,TOTAL,"1,850,224.11","849,643.83","403,160.13","345,629.65","117,864.79","33,682.45",2006-03-21,2006-03-27,2
20060314,TOTAL,"2,053,397.42","605,583.67","393,982.64","304,406.15","201,837.93","40,997.13",2006-03-14,2006-03-20,2
20060307,TOTAL,"2,000,766.20","650,361.58","406,905.20","292,221.16","213,230.53","36,720.29",2006-03-07,2006-03-13,2
20060228,TOTAL,"2,061,112.95","633,540.23","411,600.69","278,780.10","178,450.70","36,720.29",2006-02-28,2006-03-06,2
20060221,TOTAL,"2,173,073.53","567,607.69","400,528.88","260,923.26","178,831.58","19,240.03",2006-02-21,2006-02-27,2
20060214,TOTAL,"2,178,625.42","574,077.17","418,241.99","237,720.15","174,370.82","17,169.42",2006-02-14,2006-02-20,2
20060207,TOTAL,"2,150,439.77","592,459.39","441,003.25","232,772.42","165,238.52","18,291.60",2006-02-07,2006-02-13,2
20060131,TOTAL,"2,173,682.54","607,241.02","480,190.69","208,263.33","114,726.56","16,100.82",2006-01-31,2006-02-06,2
20060124,TOTAL,"2,168,248.70","672,280.55","434,633.32","187,575.71","111,296.26","26,170.41",2006-01-24,2006-01-30,2
20060117,TOTAL,"2,100,309.97","732,528.76","510,296.90","144,529.66","89,619.53","22,920.14",2006-01-17,2006-01-23,2
20060110,TOTAL,"2,174,289.37","757,071.10","425,040.28","133,587.78","90,561.22","19,655.20",2006-01-10,2006-01-16,2
20060103,TOTAL,"2,250,779.63","708,411.49","415,869.63","136,296.95","70,472.28","18,374.99",2006-01-03,2006-01-09,2
20051227,TOTAL,"2,208,942.44","710,829.15","459,461.53","136,655.17","68,187.51","16,129.16",2005-12-27,2006-01-02,2
20051220,TOTAL,"2,155,701.69","758,683.63","463,391.32","138,111.65","68,187.51","16,129.16",2005-12-20,2005-12-26,2
20051213,TOTAL,"2,143,522.88","777,075.56","477,362.64","152,266.05","49,977.82",0.00,2005-12-13,2005-12-19,2
20051206,TOTAL,"2,182,923.62","752,899.00","482,010.84","140,555.13","41,816.37",0.00,2005-12-06,2005-12-12,2
20051129,TOTAL,"2,120,012.15","840,127.12","439,160.37","169,107.40","31,797.91",0.00,2005-11-29,2005-12-05,2
20051122,TOTAL,"2,046,087.72","879,994.87","472,959.84","172,306.52","28,856.02",0.00,2005-11-22,2005-11-28,2
20051115,TOTAL,"1,978,502.06","920,030.40","524,952.10","147,864.37","28,856.02",0.00,2005-11-15,2005-11-21,2
20051108,TOTAL,"1,974,844.64","904,437.64","583,621.20","110,411.76","26,889.71",0.00,2005-11-08,2005-11-14,2
20051101,TOTAL,"1,980,214.11","959,435.36","495,711.76","134,707.67","30,136.05",0.00,2005-11-01,2005-11-07,2
20051025,TOTAL,"2,198,671.32","793,428.48","448,593.13","129,375.97","30,136.05",0.00,2005-10-25,2005-10-31,2
20051018,TOTAL,"2,315,250.61","726,924.84","404,308.00","129,572.85","24,148.66",0.00,2005-10-18,2005-10-24,2
20051011,TOTAL,"2,300,978.02","729,925.13","402,148.39","141,864.57","25,288.84",0.00,2005-10-11,2005-10-17,2
20051004,TOTAL,"2,156,895.41","690,322.19","547,699.77","180,710.98","24,576.61",0.00,2005-10-04,2005-10-10,2
20050927,TOTAL,"2,144,662.54","742,018.44","497,302.81","193,789.44","22,431.73",0.00,2005-09-27,2005-10-03,2
20050920,TOTAL,"2,062,597.00","754,391.72","511,054.99","242,248.69","29,912.55",0.00,2005-09-20,2005-09-26,2
20050913,TOTAL,"2,069,701.41","793,815.12","439,926.26","255,084.72","41,677.44",0.00,2005-09-13,2005-09-19,2
20050906,TOTAL,"2,177,726.21","755,458.74","381,096.63","251,552.84","34,370.54",0.00,2005-09-06,2005-09-12,2
20050830,TOTAL,"2,246,102.48","694,539.68","403,749.37","230,654.35","25,159.08",0.00,2005-08-30,2005-09-05,2
20050823,TOTAL,"2,213,745.79","680,977.61","433,282.79","247,039.68","25,159.08",0.00,2005-08-23,2005-08-29,2
20050816,TOTAL,"2,108,445.88","728,699.43","468,998.33","264,280.22","29,781.09",0.00,2005-08-16,2005-08-22,2
20050809,TOTAL,"2,034,362.56","731,432.07","495,548.79","283,844.08","55,017.46",0.00,2005-08-09,2005-08-15,2
20050802,TOTAL,"2,024,099.43","695,006.96","511,061.83","314,684.39","55,352.35",0.00,2005-08-02,2005-08-08,2
20050726,TOTAL,"2,047,667.62","685,746.74","504,651.29","303,813.46","58,325.85",0.00,2005-07-26,2005-08-01,2
20050719,TOTAL,"2,150,397.52","596,888.60","496,122.89","311,616.52","45,179.43",0.00,2005-07-19,2005-07-25,2
20050712,TOTAL,"2,234,769.70","569,981.83","480,077.15","273,841.56","41,534.73",0.00,2005-07-12,2005-07-18,2
20050705,TOTAL,"2,160,791.71","629,298.22","466,422.93","294,408.67","49,283.42",0.00,2005-07-05,2005-07-11,2
20050628,TOTAL,"2,121,594.54","720,391.69","465,514.63","271,345.61","21,358.48",0.00,2005-06-28,2005-07-04,2
20050621,TOTAL,"2,376,966.01","532,683.59","462,148.99","228,406.37",0.00,0.00,2005-06-21,2005-06-27,2
20050614,TOTAL,"2,384,234.27","487,687.13","497,460.38","215,585.25","15,237.91",0.00,2005-06-14,2005-06-20,2
20050607,TOTAL,"2,247,487.49","539,939.35","546,612.16","233,716.65","32,449.31",0.00,2005-06-07,2005-06-13,2
20050531,TOTAL,"2,239,478.72","643,748.96","399,303.74","260,837.60","56,835.94",0.00,2005-05-31,2005-06-06,2
20050524,TOTAL,"2,255,056.16","671,768.10","352,379.56","264,165.20","56,835.94",0.00,2005-05-24,2005-05-30,2
20050517,TOTAL,"2,387,177.16","571,147.04","328,320.46","256,724.37","56,835.94",0.00,2005-05-17,2005-05-23,2
20050510,TOTAL,"2,170,206.85","752,776.62","278,792.90","299,465.46","98,963.13",0.00,2005-05-10,2005-05-16,2
20050503,TOTAL,"2,264,857.68","680,042.83","258,747.09","257,115.76","119,401.91","20,039.69",2005-05-03,2005-05-09,2
20050426,TOTAL,"2,526,653.24","407,538.23","266,038.85","257,202.17","117,306.03","25,466.44",2005-04-26,2005-05-02,2
20050419,TOTAL,"2,524,916.38","408,376.66","246,085.72","247,323.99","127,467.98","46,034.22",2005-04-19,2005-04-25,2
20050412,TOTAL,"2,613,159.97","281,970.34","240,855.55","298,516.34","121,013.28","44,689.47",2005-04-12,2005-04-18,2
20050405,TOTAL,"2,497,881.46","345,130.59","265,460.33","320,780.05","127,398.70","43,553.83",2005-04-05,2005-04-11,2
20050329,TOTAL,"2,473,627.87","346,795.82","282,823.76","321,654.45","129,929.49","45,373.57",2005-03-29,2005-04-04,2
20050322,TOTAL,"2,399,019.57","394,225.29","278,443.46","327,375.05","154,010.54","47,131.04",2005-03-22,2005-03-28,2
20050315,TOTAL,"2,386,328.83","406,916.04","278,443.46","327,375.05","154,010.54","47,131.04",2005-03-15,2005-03-21,2
20050308,TOTAL,"2,393,832.95","401,486.95","299,906.14","337,871.95","127,042.55","40,064.42",2005-03-08,2005-03-14,2
20050301,TOTAL,"2,445,192.37","351,941.27","313,997.89","323,343.24","126,072.23","39,657.95",2005-03-01,2005-03-07,2
20050222,TOTAL,"2,406,368.56","376,584.93","353,950.65","287,606.24","144,290.13","31,404.44",2005-02-22,2005-02-28,2
20050215,TOTAL,"2,420,370.13","360,534.62","392,326.57","253,378.35","142,190.84","31,404.44",2005-02-15,2005-02-21,2
20050208,TOTAL,"2,434,659.75","325,448.25","415,917.17","254,845.94","137,929.41","31,404.44",2005-02-08,2005-02-14,2
20050201,TOTAL,"2,424,368.25","320,327.46","427,472.37","281,560.21","124,934.46","21,542.20",2005-02-01,2005-02-07,2
20050125,TOTAL,"2,422,135.33","436,704.19","334,876.16","256,030.41","128,916.66","21,542.20",2005-01-25,2005-01-31,2
20050118,TOTAL,"2,426,980.44","443,623.64","326,850.74","258,433.96","122,773.97","21,542.20",2005-01-18,2005-01-24,2
20050111,TOTAL,"2,399,892.85","467,745.87","322,443.96","264,151.48","123,272.64","22,698.17",2005-01-11,2005-01-17,2
20050104,TOTAL,"2,487,380.60","341,715.03","308,152.72","285,253.17","154,645.21","23,058.21",2005-01-04,2005-01-10,2
20041228,TOTAL,"2,433,681.88","351,520.11","318,390.66","300,264.26","168,584.45","27,763.59",2004-12-28,2005-01-03,2
20041221,TOTAL,"2,368,533.15","415,845.04","317,141.28","306,425.98","164,495.92","27,763.59",2004-12-21,2004-12-27,2
20041214,TOTAL,"2,416,935.31","374,907.23","324,473.57","295,754.66","161,175.15","26,959.04",2004-12-14,2004-12-20,2
